q1,q2,q3,q4,q5,q6_1,q6_2,q7,q8,q9,q10_1,q11_1,q11_2,q12,q13,q14version1,q14version2,q15group1,q15group2,q15group3,q15group4,q15group5,q15group6,q15group7,q15group8,q16,q17,q18_1,q18_2,q18_3,q18_4,q18_5,q19_1,q19_2,q19_3,q20,q21,q22,exp_ind,issue,protester_approval,justified_arrests,aggressive,law_abiding,dangerous,respectful,caring,violent,lawful,threatening,unauthorized,violence,obey,Putin,missing_justified,missing_approval,m_aggressive,m_law_abiding,m_dangerous,m_respectful,m_caring,m_violent,m_lawful,m_threatening
67,32,5,1,7,5,5,1,5,2,5,2,3,2,1,1,,3,,,,,,,,3,5,98,98,98,98,98,98,98,98,6,3,4,1,0,2,5,3,3,3,3,3,3,3,3,0,0,0,1,0,0,1,1,1,1,1,1,1,1
62,59,6,1,6,5,4,1,5,1,5,2,3,1,1,,5,,,,4,,,,,3,10,2,3,1,2,2,4,4,2,4,3,4,4,0,2,10,4,2,5,4,4,1,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0
70,14,4,1,7,2,2,2,9,2,3,1,4,2,4,2,,,,2,,,,,,2,11,2,4,1,4,3,3,3,2,3,3,6,3,0,4,5,4,1,5,1,2,2,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0
58,50,3,1,4,5,5,1,5,1,5,3,3,1,4,,3,,,,,,,4,,4,10,1,2,1,2,2,1,4,2,4,3,4,7,1,1,10,5,4,5,4,4,5,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0
69,5,3,1,7,1,1,2,2,2,3,2,2,1,4,,3,,,,,,,,2,2,0,4,2,4,2,2,4,2,4,4,1,1,8,1,4,0,1,4,1,4,4,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
55,41,7,1,5,4,3,1,5,2,5,2,4,1,1,,2,,,,,,3,,,5,8,1,4,1,4,4,4,4,2,4,1,3,6,1,3,8,5,1,5,1,1,1,1,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
58,68,1,1,4,5,5,1,5,1,5,3,3,1,1,3,,,,,,4,,,,4,10,1,4,1,4,4,1,4,1,7,4,5,5,1,1,10,5,1,5,1,1,5,1,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0
65,32,1,1,7,4,4,1,5,1,5,2,3,2,4,2,,,,,,,4,,,2,8,1,3,2,4,4,2,3,2,4,3,6,6,1,4,8,5,2,4,1,1,4,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0
66,41,7,1,7,5,3,1,5,2,5,2,2,1,1,,3,,,,,,,4,,3,9,3,2,2,2,2,3,3,3,5,3,2,7,1,2,9,2,4,4,4,4,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
57,18,3,1,4,5,4,1,5,2,5,1,3,1,4,,3,,,,,,,,2,2,6,3,3,2,3,3,2,3,2,5,4,4,8,1,4,6,2,2,4,2,2,4,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0
69,69,3,1,6,4,4,1,5,1,5,2,3,1,6,3,,2,,,,,,,,2,0,98,99,4,2,2,4,2,3,4,2,3,1,0,4,0,3,3,1,4,4,1,4,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0
60,33,2,1,4,5,5,1,5,3,5,2,3,1,4,,3,,3,,,,,,,3,10,1,4,4,4,4,1,4,1,5,4,5,2,0,2,10,5,1,1,1,1,5,1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0
62,54,4,1,7,4,3,1,7,2,5,4,3,1,4,3,,,,,3,,,,,3,11,3,3,2,4,4,2,3,2,6,2,2,4,0,2,5,2,2,4,1,1,4,2,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0
68,35,1,1,6,1,1,2,8,2,3,1,1,1,2,3,,,,1,,,,,,1,0,4,4,4,4,4,4,4,4,4,2,2,3,0,5,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62,32,5,1,8,1,1,2,2,2,5,1,1,1,4,,2,,,,,,,1,,1,0,4,3,4,2,1,4,3,98,6,2,2,7,1,5,0,1,2,1,4,5,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
63,48,2,1,4,3,3,2,2,2,4,2,2,2,2,2,,,,,,,,,3,2,3,2,3,3,2,2,3,2,2,4,2,1,8,1,4,3,4,2,2,4,4,2,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
57,37,1,1,4,5,5,1,5,2,5,1,3,2,2,,3,,3,,,,,,,2,9,1,3,3,3,2,98,3,2,4,4,5,2,0,4,9,5,2,2,2,4,3,2,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
72,54,4,1,6,5,5,1,5,1,5,3,3,1,4,,5,,,,,,4,,,3,6,1,3,1,3,3,2,3,3,5,4,4,6,1,2,6,5,2,5,2,2,4,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0
57,48,5,1,4,4,4,1,5,1,4,2,3,1,4,3,,,,,,2,,,,2,0,4,1,4,1,2,4,1,4,5,3,4,5,1,4,0,1,5,1,5,4,1,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
58,54,1,1,4,4,4,1,5,2,5,2,3,5,4,3,,5,,,,,,,,2,11,1,4,1,4,98,4,2,98,8,3,4,1,0,4,5,5,1,5,1,3,1,4,3,0,0,0,1,1,0,0,0,0,0,1,0,0,1
58,75,1,1,6,5,5,1,5,2,5,2,3,1,4,,5,,,,3,,,,,2,5,2,4,1,4,4,3,2,1,4,2,2,4,0,4,5,4,1,5,1,1,2,4,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0
65,35,3,1,4,4,3,1,2,2,5,1,3,1,4,3,,,,,2,,,,,2,3,2,2,1,98,2,3,2,3,4,2,3,4,0,4,3,4,4,5,3,4,2,4,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0
59,49,5,1,4,3,2,2,3,2,1,2,3,2,2,,3,,,1,,,,,,1,0,4,1,4,1,1,4,1,4,4,2,1,3,0,5,0,1,5,1,5,5,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61,48,5,1,6,5,5,1,5,1,5,2,3,2,1,2,,,,,,,,,4,4,10,1,4,1,4,4,4,4,4,4,3,5,8,1,1,10,5,1,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
63,87,4,1,5,4,3,1,5,2,4,2,3,2,2,,5,,,,,,3,,,2,10,1,4,1,98,98,2,3,2,4,2,2,6,1,4,10,5,1,5,3,3,4,2,4,0,1,0,1,0,0,0,0,0,1,1,0,0,0
55,63,5,1,6,5,5,1,7,1,5,2,3,1,4,2,,1,,,,,,,,1,0,4,1,4,98,1,4,1,4,4,3,3,1,0,5,0,1,5,1,3,5,1,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
62,32,1,1,6,4,4,1,5,2,5,2,3,2,1,,3,,3,,,,,,,2,7,2,2,2,3,3,4,2,2,4,3,3,2,0,4,7,4,4,4,2,2,1,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0
64,7,1,1,4,5,5,1,5,1,5,2,3,2,4,2,,,,,,,,3,,3,9,3,3,3,3,3,3,3,3,4,3,4,7,1,2,9,2,2,2,2,2,2,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0
63,28,4,1,6,5,4,1,5,1,5,1,3,1,4,2,,,,,,3,,,,4,8,2,3,2,3,3,99,3,2,5,2,5,5,1,1,8,4,2,4,2,2,3,2,4,0,0,1,1,0,0,0,0,0,0,0,1,0,0
58,49,1,1,3,4,4,1,5,1,5,4,3,1,1,,5,,2,,,,,,,2,8,3,2,3,2,1,4,2,4,4,3,4,2,0,4,8,2,4,2,4,5,1,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
40,79,2,1,4,4,4,1,1,3,4,2,3,1,1,3,,,,,,,2,,,2,0,98,1,3,2,2,4,2,4,2,3,4,6,1,4,0,3,5,2,4,4,1,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
57,76,4,1,7,5,5,1,5,2,5,2,3,1,1,,3,,,,3,,,,,2,1,3,3,4,2,2,3,4,3,6,3,5,4,0,4,1,2,2,1,4,4,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
68,56,5,1,6,5,5,1,5,1,5,1,3,1,1,2,,2,,,,,,,,5,11,98,98,98,98,98,98,98,98,4,3,4,1,0,3,5,3,3,3,3,3,3,3,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1
24,42,7,1,4,5,5,1,5,1,5,2,3,1,1,,3,,,,,,,,4,4,10,1,4,1,4,4,1,4,1,4,4,5,8,1,1,10,5,1,5,1,1,5,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0
60,20,4,1,6,4,4,1,5,2,5,2,3,1,4,,3,,,3,,,,,,2,10,4,1,4,1,1,3,4,3,4,3,4,3,0,4,10,1,5,1,5,5,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
70,58,4,1,2,5,4,1,5,2,5,1,4,1,1,3,,,,,,1,,,,1,0,1,2,1,3,1,1,1,1,3,3,5,5,1,5,0,5,4,5,2,5,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57,42,7,1,4,4,5,1,9,2,5,1,2,3,2,,5,,,,,,,4,,4,5,1,4,98,2,3,2,3,98,3,4,4,7,1,1,5,5,1,3,4,2,4,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1
59,41,7,1,4,4,4,1,5,1,5,1,4,1,1,,5,2,,,,,,,,2,0,3,1,4,1,1,3,1,98,4,3,3,1,0,4,0,2,5,1,5,5,2,5,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1
62,11,2,1,6,5,4,1,5,1,5,2,3,1,4,3,,,1,,,,,,,1,0,4,1,4,3,98,4,1,3,4,3,4,2,0,5,0,1,5,1,2,3,1,5,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0
56,52,1,1,4,4,3,1,5,2,5,2,2,2,4,2,,,,,,,5,,,2,1,4,2,3,2,98,4,2,4,4,3,2,6,1,4,1,1,4,2,4,3,1,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
56,60,1,1,2,4,4,1,5,1,4,2,3,2,1,3,,,,,,2,,,,2,0,2,2,1,2,2,98,3,2,2,2,4,5,1,4,0,4,4,5,4,4,3,2,4,0,0,1,1,0,0,0,0,0,0,0,1,0,0
55,58,1,1,2,4,4,3,1,2,5,1,3,1,1,,3,,,3,,,,,,1,6,4,3,4,3,3,4,4,4,2,4,3,3,0,5,6,1,2,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57,65,4,1,4,2,3,1,8,2,5,2,3,2,1,,3,,,,,,,3,,5,11,98,98,98,98,98,98,98,98,2,2,6,7,1,3,5,3,3,3,3,3,3,3,3,1,0,0,0,1,1,1,1,1,1,1,1,1,1
58,52,2,1,2,5,5,1,5,1,5,2,3,1,1,2,,,,,4,,,,,2,3,2,4,1,4,98,2,3,1,4,4,4,4,0,4,3,4,1,5,1,3,4,2,5,1,1,1,1,0,0,0,0,0,0,1,0,0,0
57,32,5,1,7,1,1,2,7,2,1,1,1,1,4,3,,,,,,,,,1,1,0,4,1,4,1,1,4,1,4,5,1,1,8,1,5,0,1,5,1,5,5,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
58,9,3,1,6,4,4,1,5,2,5,3,3,1,1,,5,,,,,,,,3,3,7,4,2,3,98,98,2,4,2,4,3,3,8,1,2,7,1,4,2,3,3,4,1,4,1,1,0,1,0,0,0,0,0,1,1,0,0,0
55,54,4,1,4,4,4,1,5,3,5,4,3,2,1,,5,,,,,,3,,,5,0,1,2,1,2,2,3,3,2,8,4,5,6,1,3,0,5,4,5,4,4,2,2,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
58,41,7,1,7,2,2,1,5,1,5,4,4,1,4,1,,,,4,,,,,,3,10,1,4,1,4,4,1,4,1,5,2,2,3,0,2,10,5,1,5,1,1,5,1,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0
63,3,3,1,4,5,5,1,5,1,5,1,3,1,1,,3,,,,,,,4,,2,5,3,1,3,1,3,98,98,2,4,3,4,7,1,4,5,2,5,2,5,2,3,3,4,1,0,1,1,0,0,0,0,0,0,0,1,1,0
66,58,1,1,2,5,5,1,5,1,5,4,4,2,1,3,,,2,,,,,,,5,11,98,98,98,98,98,98,98,98,2,4,4,2,0,3,5,3,3,3,3,3,3,3,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1
60,9,1,1,4,5,5,1,5,2,5,2,3,1,1,,5,,,,,2,,,,5,5,1,3,1,3,98,4,2,4,4,3,4,5,1,3,5,5,2,5,2,3,1,4,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
56,18,3,1,5,5,5,1,5,1,5,4,3,1,4,,3,,,,4,,,,,4,10,1,4,1,4,4,2,4,1,6,4,4,4,0,1,10,5,1,5,1,1,4,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0
57,54,1,1,2,5,5,1,5,2,5,4,4,1,1,3,,,,,,,,3,,3,11,98,98,98,98,98,98,98,98,3,3,5,7,1,2,5,3,3,3,3,3,3,3,3,1,0,0,1,1,0,1,1,1,1,1,1,1,1
57,67,3,1,7,5,5,1,5,1,5,2,3,1,1,,5,,2,,,,,,,2,10,98,3,3,3,3,3,1,3,6,4,5,2,0,4,10,3,2,2,2,2,2,5,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0
60,48,1,1,4,2,1,2,8,2,3,4,4,2,2,2,,,,,,2,,,,2,0,98,1,4,2,2,4,2,4,4,2,3,5,1,4,0,3,5,1,4,4,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
63,66,3,1,8,1,1,2,2,2,5,3,3,1,4,3,,,,,,,,,6,2,10,2,1,3,4,98,1,2,2,1,1,2,8,1,4,10,4,5,2,1,3,5,4,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0
55,1,5,1,4,1,1,2,2,2,7,1,1,1,4,2,,1,,,,,,,,1,12,98,98,98,1,98,98,98,4,4,1,1,1,0,5,5,3,3,3,5,3,3,3,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0
56,59,6,1,4,5,5,1,5,3,4,2,2,1,1,,1,,,,2,,,,,5,4,4,3,4,3,3,4,3,4,3,1,3,4,0,3,4,1,2,1,2,2,1,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
57,18,4,1,4,4,4,1,5,1,5,1,3,2,4,,5,,,,,,3,,,2,10,98,98,4,4,1,1,3,1,2,2,3,6,1,4,10,3,3,1,1,5,5,2,5,0,1,1,1,0,0,1,1,0,0,0,0,0,0
74,60,3,1,6,4,4,1,5,2,5,2,3,1,1,2,,,,2,,,,,,2,0,3,2,3,1,1,4,2,2,4,4,5,3,0,4,0,2,4,2,5,5,1,4,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0
69,74,2,1,6,2,1,2,8,2,3,2,2,1,2,,1,,,,,4,,,,3,5,1,98,1,4,4,3,4,1,2,1,3,5,1,2,5,5,3,5,1,1,2,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
63,80,5,1,4,5,5,1,5,2,5,2,2,1,1,3,,1,,,,,,,,1,0,4,1,4,1,1,4,1,4,4,3,4,1,0,5,0,1,5,1,5,5,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
56,49,5,1,7,4,2,2,9,2,4,1,3,1,2,,5,,,,,,,3,,5,5,98,3,98,98,3,98,4,2,5,1,3,7,1,3,5,3,2,3,3,2,3,1,4,1,0,0,0,0,1,1,0,1,1,0,1,0,0
64,6,8,1,4,5,4,1,5,1,5,2,1,1,1,,5,,,,,,2,,,2,0,4,1,4,1,3,98,2,1,4,2,5,6,1,4,0,1,5,1,5,2,3,4,5,0,1,1,1,0,0,0,0,0,0,0,1,0,0
56,12,2,1,4,3,3,2,6,2,4,1,2,1,2,1,,,,2,,,,,,2,0,4,1,4,1,1,4,1,98,4,2,2,3,0,4,0,1,5,1,5,5,1,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
69,67,8,1,2,4,4,1,5,2,5,1,3,1,4,,5,,3,,,,,,,2,11,2,3,3,2,2,3,3,2,3,2,6,2,0,4,5,4,2,2,4,4,2,2,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
60,13,3,1,6,5,4,1,9,1,5,2,3,1,2,2,,,,,4,,,,,3,10,98,4,3,3,4,4,4,2,5,3,4,4,0,2,10,3,1,2,2,1,1,1,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0
55,69,5,1,7,4,4,1,5,2,3,4,3,1,2,2,,,,,,,,,4,4,10,1,2,1,2,2,2,4,2,5,2,3,8,1,1,10,5,4,5,4,4,4,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0
67,46,5,1,6,3,3,2,6,2,4,2,2,1,4,,3,,,2,,,,,,2,2,3,2,3,2,2,4,2,3,5,3,2,3,0,4,2,2,4,2,4,4,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62,14,5,1,7,5,4,1,5,1,5,1,3,1,1,2,,,,,,,3,,,2,9,3,3,1,4,3,2,4,2,5,2,4,6,1,4,9,2,2,5,1,2,4,1,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0
63,41,7,1,7,4,4,1,5,2,5,2,3,2,2,,3,,,,,,,4,,4,10,1,4,1,4,4,3,4,3,4,4,3,7,1,1,10,5,1,5,1,1,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
58,42,2,1,7,3,3,1,5,1,5,2,3,1,1,,5,,,,,,,,3,3,3,2,3,3,3,4,2,3,1,5,3,4,8,1,2,3,4,2,2,2,1,4,2,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0
55,41,7,1,6,1,2,2,8,2,2,2,2,1,2,2,,1,,,,,,,,1,0,4,1,4,1,1,4,1,3,7,2,1,1,0,5,0,1,5,1,5,5,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,75,4,1,6,4,4,1,5,1,5,2,3,2,1,1,,,,,,3,,,,3,6,2,3,2,3,2,3,3,2,5,4,4,5,1,2,6,4,2,4,2,4,2,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0
53,66,1,1,4,5,5,1,5,2,5,4,4,2,1,1,,,,5,,,,,,5,11,98,98,98,98,98,98,98,98,4,4,6,3,0,3,5,3,3,3,3,3,3,3,3,1,0,0,1,1,1,1,1,1,1,1,1,1,1
49,52,1,1,6,5,5,1,5,1,5,2,3,1,1,,3,,,,,,3,,,3,7,3,2,3,3,3,3,2,3,4,3,3,6,1,2,7,2,4,2,2,2,2,4,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0
28,63,5,1,6,1,1,2,7,2,2,2,2,2,4,,1,,,,1,,,,,1,0,2,98,4,1,1,4,1,4,4,1,1,4,0,5,0,4,3,1,5,5,1,5,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
28,41,7,1,4,4,3,1,5,2,5,3,3,2,2,,3,2,,,,,,,,1,0,4,3,2,2,2,4,2,3,6,4,3,1,0,5,0,1,2,4,4,4,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35,29,4,1,7,5,5,1,5,1,5,1,3,2,2,1,,,,,3,,,,,3,7,3,3,3,3,3,3,3,2,4,4,4,4,0,2,7,2,2,2,2,2,2,2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0
42,80,2,1,4,5,5,1,5,1,5,2,3,2,2,3,,,,,,,,,4,4,10,2,1,2,4,4,2,3,2,5,4,4,8,1,1,10,4,5,4,1,1,4,2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0
38,80,1,2,6,1,1,2,7,2,1,1,2,4,6,4,,,6,,,,,,,1,0,2,2,4,2,1,4,1,98,4,2,1,2,0,5,0,4,4,1,4,5,1,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1
49,59,6,1,2,1,1,2,7,2,1,1,1,1,4,3,,,,,,,,,2,1,0,3,1,3,2,2,3,2,3,4,2,2,8,1,5,0,2,5,2,4,4,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
45,25,2,1,6,4,4,1,5,2,5,2,3,3,2,,3,,,,,,3,,,2,11,98,98,98,98,98,3,3,2,4,2,2,6,1,4,5,3,3,3,3,3,2,2,4,0,1,0,1,1,0,1,1,1,1,1,0,0,0
49,7,5,1,4,5,5,1,5,1,5,1,3,1,5,2,,,,,,2,,,,5,11,98,98,98,98,98,98,98,98,4,3,4,5,1,3,5,3,3,3,3,3,3,3,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1
25,77,1,2,6,3,2,3,7,2,4,2,2,4,2,,1,1,,,,,,,,1,0,4,1,4,1,1,4,1,4,3,2,6,1,0,5,0,1,5,1,5,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,63,5,1,5,3,2,2,5,2,5,2,2,3,1,,5,,,,,,,5,,2,10,3,3,3,3,3,2,3,3,5,3,3,7,1,4,10,2,2,2,2,2,4,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
32,33,5,2,6,5,5,1,3,1,4,2,3,2,4,3,,,,,,,,3,,2,5,4,3,4,3,4,3,2,3,4,3,3,7,1,4,5,1,2,1,2,1,2,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
45,57,3,1,4,4,4,1,5,3,5,2,2,3,1,,5,,,,5,,,,,5,7,98,98,98,98,98,98,98,98,4,6,6,4,0,3,7,3,3,3,3,3,3,3,3,1,1,0,1,0,1,1,1,1,1,1,1,1,1
44,63,5,1,6,1,1,2,2,2,1,2,2,2,2,,2,,,,1,,,,,1,3,4,1,4,1,1,4,1,4,5,1,1,4,0,5,3,1,5,1,5,5,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
42,22,1,1,6,3,3,1,5,1,5,2,3,1,1,,5,,4,,,,,,,2,10,3,2,4,2,1,3,3,2,5,3,4,2,0,4,10,2,4,1,4,5,2,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0
19,41,7,2,6,5,5,1,5,1,5,2,3,2,2,,5,,,3,,,,,,3,5,3,3,2,3,3,4,4,1,5,5,4,3,0,2,5,2,2,4,2,2,1,1,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0
51,28,4,1,6,5,5,1,5,3,5,2,3,1,4,,3,,5,,,,,,,2,9,98,98,4,98,2,4,3,3,5,3,5,2,0,4,9,3,3,1,3,4,1,2,2,0,1,0,1,0,0,1,1,0,1,0,0,0,0
53,53,2,1,6,5,5,1,5,1,5,2,3,1,1,2,,,,,,,,,4,4,9,98,98,98,98,98,3,4,1,5,3,3,8,1,1,9,3,3,3,3,3,2,1,5,1,1,1,1,0,0,1,1,1,1,1,0,0,0
35,56,4,2,6,6,6,4,10,4,5,5,5,1,1,,3,,6,,,,,,,6,12,99,99,99,99,99,99,99,99,7,3,3,2,0,3,5,3,3,3,3,3,3,3,3,0,1,0,0,1,1,1,1,1,1,1,1,1,1
23,41,7,2,5,4,4,1,5,2,5,2,2,2,2,2,,,3,,,,,,,3,5,3,2,1,1,4,3,2,3,5,5,4,2,0,2,5,2,4,5,5,1,2,4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
50,14,5,2,7,5,4,1,5,1,5,2,3,3,4,,5,,,,,2,,,,2,2,3,2,3,2,2,4,2,4,5,3,3,5,1,4,2,2,4,2,4,4,1,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
35,74,4,2,6,1,1,2,2,2,2,1,2,2,2,,2,,,,,,3,,,5,5,1,3,2,2,2,98,98,1,4,1,1,6,1,3,5,5,2,4,4,4,3,3,5,0,1,0,0,0,1,0,0,0,0,0,1,1,0
37,69,5,1,5,3,3,1,5,2,5,2,2,2,4,,5,,,,5,,,,,5,0,98,4,98,98,98,98,98,98,2,2,2,4,0,3,0,3,1,3,3,3,3,3,3,1,1,0,1,0,1,1,0,1,1,1,1,1,1
39,14,5,1,6,4,2,1,5,2,5,2,4,1,2,,3,,,2,,,,,,2,0,4,2,4,2,2,3,2,4,5,3,3,3,0,4,0,1,4,1,4,4,2,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
35,46,5,2,6,4,4,3,9,1,4,3,3,3,2,1,,,,,,,,3,,5,5,2,3,2,4,2,3,3,3,5,4,3,7,1,3,5,4,2,4,1,4,2,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0
51,76,4,1,4,5,3,1,5,2,5,2,3,1,1,2,,,,,3,,,,,3,10,1,2,1,2,2,2,3,2,3,2,2,4,0,2,10,5,4,5,4,4,4,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0
44,74,1,2,4,4,4,1,5,1,5,4,4,4,1,2,,,5,,,,,,,5,11,98,98,98,98,98,98,98,98,4,3,6,2,0,3,5,3,3,3,3,3,3,3,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1
49,69,5,1,7,5,5,1,5,1,5,2,3,1,2,,3,,,,,4,,,,4,10,3,1,1,1,1,1,1,1,5,5,5,5,1,1,10,2,5,5,5,5,5,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0
50,32,3,1,5,5,5,1,10,1,5,2,3,2,1,,5,,,,,,3,,,3,11,98,98,98,98,98,98,98,98,4,3,6,6,1,2,5,3,3,3,3,3,3,3,3,0,1,1,0,1,0,1,1,1,1,1,1,1,1
47,3,1,2,4,3,3,1,5,3,4,4,4,3,1,1,,,,,,,5,,,5,5,98,98,98,98,98,3,98,98,4,3,6,6,1,3,5,3,3,3,3,3,2,3,3,0,1,0,1,0,1,1,1,1,1,1,0,1,1
30,60,5,1,2,2,1,3,7,2,3,2,3,2,2,3,,,,3,,,,,,2,5,2,3,3,3,2,2,3,2,2,2,1,3,0,4,5,4,2,2,2,4,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53,51,3,2,3,5,4,1,5,3,5,4,3,2,1,2,,4,,,,,,,,3,10,3,2,1,2,98,98,98,98,4,4,4,1,0,2,10,2,4,5,4,3,3,3,3,0,0,0,1,0,0,0,0,0,0,1,1,1,1
52,41,7,1,6,3,3,3,5,3,5,1,2,1,4,,2,,,2,,,,,,1,11,4,98,4,2,1,4,98,4,6,3,3,3,0,5,5,1,3,1,4,5,1,3,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0
43,30,2,2,7,3,2,2,8,2,4,1,4,1,4,2,,1,,,,,,,,1,0,4,1,4,1,1,4,1,4,5,2,1,1,0,5,0,1,5,1,5,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,60,4,1,7,5,5,1,5,1,5,2,3,1,2,,3,,,,,,,,4,4,10,3,3,3,3,3,2,2,2,5,3,4,8,1,1,10,2,2,2,2,2,4,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0
30,59,6,1,4,5,4,1,5,3,5,4,4,2,5,,2,,,,,3,,,,3,11,2,2,2,2,2,3,3,3,4,2,4,5,1,2,5,4,4,4,4,4,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
49,69,5,2,4,4,4,1,5,1,5,2,3,1,1,3,,,,,,,,3,,2,5,4,2,4,2,2,2,3,2,5,3,4,7,1,4,5,1,4,1,4,4,4,2,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0
54,41,7,1,6,4,4,1,2,1,4,2,2,1,4,2,,,,2,,,,,,2,5,4,1,4,1,1,1,3,3,7,2,1,3,0,4,5,1,5,1,5,5,5,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
27,41,7,2,7,3,3,1,5,3,5,4,4,3,1,,5,,,,,5,,,,5,11,98,98,98,98,98,98,98,98,8,6,6,5,1,3,5,3,3,3,3,3,3,3,3,0,0,0,1,1,1,1,1,1,1,1,1,1,1
